Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,
type,glbl_horz_ilmn_q,int,,,,,,,,,,,,,,,,,,,
long_name,meto_stmp_time,Met Office receipt stamp time,s,,,,,,,,,,,,,,,,,,
type,meto_stmp_time,char,,,,,,,,,,,,,,,,,,,
comments,meto_stmp_time,Met Office receipt stampe time in format (YYYY-MM-DD HH:MM:SS),,,,,,,,,,,,,,,,,,,
long_name,midas_stmp_etime,Elapsed time to storage in MIDAS,minutes,,,,,,,,,,,,,,,,,,
type,midas_stmp_etime,int,,,,,,,,,,,,,,,,,,,
data,,,,,,,,,,,,,,,,,,,,,
ob_end_time,id_type,id,ob_hour_count,version_num,met_domain_name,src_id,rec_st_ind,glbl_irad_amt_q,,difu_irad_amt,difu_irad_amt_q,direct_irad,direct_irad_q,irad_bal_amt,irad_bal_amt_q,glbl_s_lat_irad_amt,glbl_s_lat_irad_amt_q,glbl_horz_ilmn,glbl_horz_ilmn_q,meto_stmp_time,midas_stmp_etime
01/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,29,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,158,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,342,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,619,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,670,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,410,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,130,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,2358,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,180,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,342,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,659,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,619,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,389,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,119,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,2387,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,119,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,281,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,569,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,562,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,349,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,209,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
03/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,2167,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,68,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,151,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,220,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,202,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,151,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
04/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,950,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,29,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,112,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,349,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,349,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,432,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,220,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,68,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
05/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,1559,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,342,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,511,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,569,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,270,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,320,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,140,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
06/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,2232,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,40,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
07/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
