Conventions,G,BADC-CSV,1,,,,,,,,,,,,,,,,,,
25/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,11,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,140,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,342,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,432,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,382,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,382,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,230,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,112,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,22,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
25/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,2052,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,11,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,230,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,821,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,1091,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,1091,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,882,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,742,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,360,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
26/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,5306,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,11,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,101,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,158,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,202,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,180,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,209,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,11,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
27/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,11,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,79,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,158,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,410,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,630,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,360,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,151,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,140,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,22,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
28/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,1962,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,22,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,101,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,112,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,119,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,169,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,90,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,169,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,119,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,50,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
29/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,950,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,29,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,421,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,871,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,1120,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,911,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,619,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,529,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,281,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,50,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
30/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,4831,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 09:00,DCNN,6465,1,1,HCM,987,2001,11,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 10:00,DCNN,6465,1,1,HCM,987,2001,61,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 11:00,DCNN,6465,1,1,HCM,987,2001,112,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 12:00,DCNN,6465,1,1,HCM,987,2001,158,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 13:00,DCNN,6465,1,1,HCM,987,2001,158,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 14:00,DCNN,6465,1,1,HCM,987,2001,202,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 15:00,DCNN,6465,1,1,HCM,987,2001,169,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 16:00,DCNN,6465,1,1,HCM,987,2001,50,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 17:00,DCNN,6465,1,1,HCM,987,2001,22,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
31/01/1995 23:59,DCNN,6465,24,1,DRADR35,987,2001,943,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 09:00,DCNN,6465,1,1,HCM,987,2001,22,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 10:00,DCNN,6465,1,1,HCM,987,2001,90,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 11:00,DCNN,6465,1,1,HCM,987,2001,371,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 15:00,DCNN,6465,1,1,HCM,987,2001,630,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 16:00,DCNN,6465,1,1,HCM,987,2001,421,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 17:00,DCNN,6465,1,1,HCM,987,2001,101,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 18:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 19:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 20:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 21:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 22:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
01/02/1995 23:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 00:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 01:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 02:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 03:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 04:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 05:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 06:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 07:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 08:00,DCNN,6465,1,1,HCM,987,2001,0,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 09:00,DCNN,6465,1,1,HCM,987,2001,40,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 10:00,DCNN,6465,1,1,HCM,987,2001,382,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 11:00,DCNN,6465,1,1,HCM,987,2001,641,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 12:00,DCNN,6465,1,1,HCM,987,2001,720,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 13:00,DCNN,6465,1,1,HCM,987,2001,562,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 14:00,DCNN,6465,1,1,HCM,987,2001,529,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 15:00,DCNN,6465,1,1,HCM,987,2001,349,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
02/02/1995 16:00,DCNN,6465,1,1,HCM,987,2001,151,9,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA
